article	token	coef.
67068	physique	0.01001001001001001
67068	mathias	0.01001001001001001
67068	fink	0.01001001001001001
67068	un	0.013013013013013013
67068	bel	0.001001001001001001
67068	exemple	0.002002002002002002
67068	de	0.055055055055055056
67068	chercheur	0.003003003003003003
67068	qui	0.014014014014014014
67068	innove	0.001001001001001001
67068	le	0.022022022022022022
67068	27	0.001001001001001001
67068	avril	0.001001001001001001
67068	dernier	0.001001001001001001
67068	cnrs	0.003003003003003003
67068	décernait	0.001001001001001001
67068	pour	0.004004004004004004
67068	la	0.024024024024024024
67068	première	0.002002002002002002
67068	fois	0.001001001001001001
67068	médaille	0.001001001001001001
67068	l'	0.02002002002002002
67068	innovation	0.002002002002002002
67068	dont	0.002002002002002002
67068	valérie	0.001001001001001001
67068	pécresse	0.001001001001001001
67068	ministre	0.001001001001001001
67068	enseignement	0.001001001001001001
67068	supérieur	0.001001001001001001
67068	et	0.01901901901901902
67068	recherche	0.004004004004004004
67068	est	0.014014014014014014
67068	à	0.016016016016016016
67068	origine	0.001001001001001001
67068	création	0.004004004004004004
67068	souhaite	0.002002002002002002
67068	ainsi	0.004004004004004004
67068	honorer	0.001001001001001001
67068	des	0.02002002002002002
67068	chercheurs	0.004004004004004004
67068	ingénieurs	0.001001001001001001
67068	travaillant	0.001001001001001001
67068	dans	0.008008008008008008
67068	établissements	0.001001001001001001
67068	publics	0.001001001001001001
67068	universités	0.001001001001001001
67068	grandes	0.002002002002002002
67068	écoles	0.001001001001001001
67068	mais	0.005005005005005005
67068	aussi	0.006006006006006006
67068	industriels	0.002002002002002002
67068	développent	0.001001001001001001
67068	innovations	0.001001001001001001
67068	marquantes	0.001001001001001001
67068	cette	0.008008008008008008
67068	édition	0.001001001001001001
67068	nouvelle	0.001001001001001001
67068	distinction	0.001001001001001001
67068	a	0.005005005005005005
67068	été	0.002002002002002002
67068	attribuée	0.001001001001001001
67068	trois	0.001001001001001001
67068	réputés	0.001001001001001001
67068	économiste	0.001001001001001001
67068	esther	0.001001001001001001
67068	duflo	0.001001001001001001
67068	roboticien	0.001001001001001001
67068	françois	0.001001001001001001
67068	pierrot	0.001001001001001001
67068	physicien	0.003003003003003003
67068	directeur	0.004004004004004004
67068	institut	0.003003003003003003
67068	langevin	0.003003003003003003
67068	ondes	0.01001001001001001
67068	images	0.005005005005005005
67068	créé	0.001001001001001001
67068	en	0.012012012012012012
67068	janvier	0.001001001001001001
67068	2009	0.002002002002002002
67068	au	0.005005005005005005
67068	sein	0.002002002002002002
67068	ecole	0.001001001001001001
67068	chimie	0.002002002002002002
67068	industrielles	0.001001001001001001
67068	ville	0.001001001001001001
67068	paris	0.003003003003003003
67068	espci	0.005005005005005005
67068	remarquable	0.001001001001001001
67068	ces	0.003003003003003003
67068	innovent	0.001001001001001001
67068	les	0.014014014014014014
67068	travaux	0.002002002002002002
67068	son	0.005005005005005005
67068	équipe	0.004004004004004004
67068	ont	0.006006006006006006
67068	effet	0.003003003003003003
67068	abouti	0.001001001001001001
67068	quatre	0.002002002002002002
67068	start	0.002002002002002002
67068	ups	0.002002002002002002
67068	totalisent	0.001001001001001001
67068	230	0.001001001001001001
67068	personnes	0.002002002002002002
67068	domaines	0.002002002002002002
67068	variés	0.001001001001001001
67068	que	0.007007007007007007
67068	médecine	0.001001001001001001
67068	télécommunications	0.002002002002002002
67068	multimédia	0.001001001001001001
67068	ou	0.004004004004004004
67068	encore	0.003003003003003003
67068	objets	0.001001001001001001
67068	tactiles	0.001001001001001001
67068	j'	0.001001001001001001
67068	aime	0.001001001001001001
67068	transformer	0.001001001001001001
67068	idées	0.001001001001001001
67068	très	0.005005005005005005
67068	fondamentale	0.001001001001001001
67068	produits	0.001001001001001001
67068	innovants	0.001001001001001001
67068	précise	0.003003003003003003
67068	d'	0.018018018018018018
67068	emblée	0.001001001001001001
67068	y	0.005005005005005005
67068	parvenir	0.001001001001001001
67068	il	0.015015015015015015
67068	fallait	0.001001001001001001
67068	trouver	0.001001001001001001
67068	terrain	0.001001001001001001
67068	propice	0.001001001001001001
67068	c'	0.003003003003003003
67068	fin	0.001001001001001001
67068	années	0.001001001001001001
67068	1980	0.001001001001001001
67068	occasion	0.001001001001001001
67068	une	0.01001001001001001
67068	rencontre	0.001001001001001001
67068	avec	0.004004004004004004
67068	georges	0.003003003003003003
67068	charpak	0.003003003003003003
67068	prix	0.001001001001001001
67068	nobel	0.001001001001001001
67068	1992	0.001001001001001001
67068	qu'	0.004004004004004004
67068	va	0.001001001001001001
67068	découvrir	0.002002002002002002
67068	coeur	0.002002002002002002
67068	montagne	0.001001001001001001
67068	sainte	0.001001001001001001
67068	geneviève	0.001001001001001001
67068	plein	0.001001001001001001
67068	alors	0.008008008008008008
67068	plus	0.004004004004004004
67068	grands	0.002002002002002002
67068	laboratoires	0.001001001001001001
67068	français	0.001001001001001001
67068	du	0.012012012012012012
67068	solide	0.001001001001001001
67068	faire	0.002002002002002002
67068	autour	0.001001001001001001
67068	concept	0.002002002002002002
67068	renversement	0.004004004004004004
67068	temps	0.004004004004004004
67068	belle	0.002002002002002002
67068	comme	0.004004004004004004
67068	qualifient	0.001001001001001001
67068	connaisseurs	0.001001001001001001
67068	intéresse	0.001001001001001001
67068	secteur	0.001001001001001001
67068	aéronautique	0.001001001001001001
67068	dassault	0.001001001001001001
67068	aerospatial	0.001001001001001001
67068	snecma	0.001001001001001001
67068	turboméca	0.001001001001001001
67068	prêts	0.001001001001001001
67068	financer	0.001001001001001001
67068	époque	0.001001001001001001
67068	milieu	0.001001001001001001
67068	peu	0.001001001001001001
67068	enclin	0.001001001001001001
67068	travailler	0.002002002002002002
67068	industrie	0.001001001001001001
67068	autant	0.001001001001001001
67068	si	0.001001001001001001
67068	celle	0.001001001001001001
67068	ci	0.001001001001001001
67068	militaro	0.001001001001001001
67068	industrielle	0.001001001001001001
67068	se	0.004004004004004004
67068	retrouve	0.001001001001001001
67068	isolé	0.001001001001001001
67068	lui	0.003003003003003003
67068	propose	0.001001001001001001
67068	rencontrer	0.001001001001001001
67068	pierre	0.001001001001001001
67068	gilles	0.001001001001001001
67068	gennes	0.001001001001001001
67068	jacques	0.001001001001001001
67068	lewiner	0.001001001001001001
67068	scientifique	0.001001001001001001
67068	endroit	0.003003003003003003
67068	sympathique	0.002002002002002002
67068	je	0.001001001001001001
67068	ai	0.001001001001001001
67068	rencontré	0.001001001001001001
67068	était	0.003003003003003003
67068	ils	0.003003003003003003
67068	m'	0.001001001001001001
67068	dit	0.002002002002002002
67068	vous	0.007007007007007007
67068	voulez	0.001001001001001001
67068	innovez	0.001001001001001001
67068	venez	0.001001001001001001
67068	résume	0.001001001001001001
67068	ajoute	0.001001001001001001
67068	cela	0.001001001001001001
67068	chance	0.001001001001001001
67068	ma	0.001001001001001001
67068	carrière	0.001001001001001001
67068	êtes	0.002002002002002002
67068	amusez	0.002002002002002002
67068	vousc'	0.001001001001001001
67068	dès	0.002002002002002002
67068	1990	0.001001001001001001
67068	ce	0.001001001001001001
67068	crée	0.001001001001001001
67068	laboratoire	0.003003003003003003
67068	acoustique	0.003003003003003003
67068	école	0.002002002002002002
67068	qualifie	0.001001001001001001
67068	d	0.001001001001001001
67068	unique	0.001001001001001001
67068	innover	0.001001001001001001
67068	particulièrement	0.001001001001001001
67068	bien	0.001001001001001001
67068	vu	0.001001001001001001
67068	on	0.002002002002002002
67068	donne	0.001001001001001001
67068	feu	0.001001001001001001
67068	vert	0.001001001001001001
67068	moment	0.001001001001001001
67068	idée	0.001001001001001001
67068	proposée	0.001001001001001001
67068	originale	0.001001001001001001
67068	t	0.005005005005005005
67068	autre	0.003003003003003003
67068	particularité	0.001001001001001001
67068	vraiment	0.001001001001001001
67068	pas	0.003003003003003003
67068	autres	0.001001001001001001
67068	ecoles	0.001001001001001001
67068	pluridisciplinarité	0.003003003003003003
67068	règne	0.001001001001001001
67068	ne	0.001001001001001001
67068	cherchez	0.001001001001001001
67068	n'	0.002002002002002002
67068	trouverez	0.001001001001001001
67068	ailleurs	0.001001001001001001
67068	département	0.003003003003003003
67068	biologie	0.001001001001001001
67068	ici	0.001001001001001001
67068	départ	0.001001001001001001
67068	souligne	0.001001001001001001
67068	pointe	0.001001001001001001
67068	humour	0.001001001001001001
67068	s'	0.003003003003003003
67068	amusant	0.001001001001001001
67068	développé	0.002002002002002002
67068	fameux	0.001001001001001001
67068	miroirs	0.001001001001001001
67068	retournement	0.002002002002002002
67068	temporel	0.002002002002002002
67068	permettent	0.001001001001001001
67068	échantillonner	0.001001001001001001
67068	enregistrer	0.001001001001001001
67068	champ	0.001001001001001001
67068	incident	0.001001001001001001
67068	puis	0.002002002002002002
67068	réémettre	0.001001001001001001
67068	chronologie	0.001001001001001001
67068	inversée	0.001001001001001001
67068	ses	0.001001001001001001
67068	collaborateurs	0.001001001001001001
67068	sont	0.003003003003003003
67068	rendus	0.001001001001001001
67068	compte	0.002002002002002002
67068	revivre	0.001001001001001001
67068	onde	0.002002002002002002
67068	sa	0.002002002002002002
67068	vie	0.001001001001001001
67068	passée	0.001001001001001001
67068	permettait	0.002002002002002002
67068	focaliser	0.001001001001001001
67068	source	0.001001001001001001
67068	façon	0.002002002002002002
67068	efficace	0.001001001001001001
67068	commencèrent	0.001001001001001001
67068	abord	0.001001001001001001
67068	sur	0.004004004004004004
67068	ultrasons	0.002002002002002002
67068	sismiques	0.001001001001001001
67068	micro	0.001001001001001001
67068	aurait	0.002002002002002002
67068	pu	0.002002002002002002
67068	limiter	0.001001001001001001
67068	publier	0.001001001001001001
67068	excellents	0.001001001001001001
67068	papiers	0.001001001001001001
67068	publications	0.001001001001001001
67068	réputées	0.001001001001001001
67068	physical	0.001001001001001001
67068	review	0.001001001001001001
67068	compris	0.001001001001001001
67068	vite	0.001001001001001001
67068	delà	0.002002002002002002
67068	avait	0.002002002002002002
67068	applications	0.002002002002002002
67068	potentielles	0.001001001001001001
67068	brûler	0.001001001001001001
67068	tumeur	0.001001001001001001
67068	détruire	0.001001001001001001
67068	composant	0.001001001001001001
67068	électronique	0.001001001001001001
67068	voir	0.001001001001001001
67068	derrière	0.001001001001001001
67068	mur	0.001001001001001001
67068	envoyer	0.001001001001001001
67068	informations	0.001001001001001001
67068	précis	0.001001001001001001
67068	pièce	0.001001001001001001
67068	progressivement	0.001001001001001001
67068	nous	0.002002002002002002
67068	avons	0.002002002002002002
67068	donc	0.001001001001001001
67068	certain	0.001001001001001001
67068	nombre	0.001001001001001001
67068	instruments	0.001001001001001001
67068	originaux	0.001001001001001001
67068	fini	0.001001001001001001
67068	par	0.004004004004004004
67068	déboucher	0.001001001001001001
67068	plusieurs	0.001001001001001001
67068	indique	0.001001001001001001
67068	partir	0.001001001001001001
67068	découvert	0.001001001001001001
67068	possible	0.002002002002002002
67068	créer	0.001001001001001001
67068	parvenus	0.001001001001001001
67068	fabriquer	0.001001001001001001
67068	imageurs	0.001001001001001001
67068	corps	0.003003003003003003
67068	humain	0.003003003003003003
67068	grâce	0.001001001001001001
67068	auxquels	0.001001001001001001
67068	obtenir	0.001001001001001001
67068	10	0.001001001001001001
67068	000	0.001001001001001001
67068	seconde	0.001001001001001001
67068	parcouru	0.001001001001001001
67068	jamais	0.001001001001001001
67068	personne	0.001001001001001001
67068	observé	0.001001001001001001
67068	jusqu'	0.001001001001001001
67068	enthousiasme	0.002002002002002002
67068	clé	0.002002002002002002
67068	réussite	0.002002002002002002
67068	effets	0.001001001001001001
67068	âge	0.001001001001001001
67068	ceux	0.001001001001001001
67068	pratiquent	0.001001001001001001
67068	boutade	0.001001001001001001
67068	âgé	0.001001001001001001
67068	aujourd'	0.001001001001001001
